date,day as a number,Hygiene and safety measure-Protective mask use community-Closed public spaces,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Border screening-Temperature screening,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Case management and quarantine-Isolation of case-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Case management and quarantine-Contact tracing-Other,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Cordon sanitaire,General-Risk assessment-Not applicable,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of educational institutions-Other,International travel-Border screening-Other,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 500,Internal travel-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Other,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Workplace measures-Adaptation of workplace,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Internal travel-Travel restrictions-Other,Physical distancing-Measures for special populations-Other,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,General-General other-Not applicable,Physical distancing-Closure of public spaces-Place of worship,Internal travel-Travel advice-Not applicable
2021-04-22,417,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,418,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,419,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,420,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,421,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,422,0,2,0,2,2,2,0,2,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,423,0,2,0,2,2,2,0,2,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,424,0,2,0,2,2,2,0,2,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,425,0,2,0,2,2,2,0,2,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,426,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,427,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,428,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,429,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,430,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,431,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,432,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-08,433,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,434,0,2,0,2,2,0,0,0,2,1,1,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,435,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,2,2,2,2,1,2,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,436,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,2,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,437,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,2,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,438,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,2,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,439,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,2,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-15,440,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,441,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,442,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,443,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,444,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,445,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,446,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,447,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,448,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,449,0,2,0,2,2,0,0,0,2,1,0,2,2,0,2,2,1,2,2,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,450,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,451,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,452,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,453,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,454,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,455,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,456,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,457,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,458,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,459,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,460,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,461,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,462,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,463,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,464,0,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,465,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,466,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,467,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,468,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,469,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,470,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,471,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,472,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,473,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,1,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,474,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,475,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,476,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,477,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,1,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,478,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,479,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,480,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,481,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,482,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,483,0,2,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,484,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,485,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,486,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,487,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,488,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,489,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,490,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,491,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,492,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,493,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,494,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,495,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,496,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,497,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,498,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,499,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,500,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,501,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,502,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,503,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,504,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,505,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,506,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,507,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,508,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,509,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,510,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,511,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,512,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,513,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,514,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,515,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-30,516,2,2,0,2,1,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-31,517,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,518,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,519,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,520,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-04,521,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-05,522,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-06,523,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-07,524,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,525,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,526,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,527,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,528,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,529,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,530,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
