date,day as a number,Physical distancing-Measures for special populations-Visiting restrictions,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Not applicable,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Ban for certain countries-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-All public spaces,General-Exemptions to NPIs-Vaccination proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Workplace measures-Teleworking,Hygiene and safety measure-Other-Not applicable,Ensuring treatment capacity-COVID related care-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-COVID related care-ICU capacity,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Outdoor over 50,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Higher Education,Internal travel-Travel restrictions-Other,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Other,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Ensuring treatment capacity-COVID related care-Increase PPE stocks
2021-06-25,481,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0
2021-06-26,482,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0
2021-06-27,483,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-06-28,484,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-06-29,485,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-06-30,486,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-01,487,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-02,488,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-03,489,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-04,490,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-05,491,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-06,492,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-07,493,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-08,494,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-09,495,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-10,496,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-11,497,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-12,498,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-13,499,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-14,500,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-15,501,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-16,502,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-17,503,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-18,504,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-19,505,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-20,506,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-21,507,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-22,508,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-23,509,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-24,510,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-25,511,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-26,512,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-27,513,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-28,514,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-29,515,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-30,516,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-07-31,517,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-01,518,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-02,519,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-03,520,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-04,521,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-05,522,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-06,523,2,2,2,2,2,1,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-07,524,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-08,525,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-09,526,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-10,527,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-11,528,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-12,529,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-13,530,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-14,531,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-15,532,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-16,533,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-17,534,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-18,535,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-19,536,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-20,537,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-21,538,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-22,539,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-23,540,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-24,541,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-25,542,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-26,543,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-27,544,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-28,545,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-29,546,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0
2021-08-30,547,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
2021-08-31,548,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
2021-09-01,549,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
2021-09-02,550,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-03,551,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-04,552,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-05,553,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-06,554,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-07,555,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-08,556,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-09,557,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-10,558,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-11,559,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-12,560,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-13,561,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-14,562,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-15,563,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-16,564,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-17,565,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-18,566,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-19,567,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-20,568,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-21,569,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-22,570,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-23,571,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-24,572,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-25,573,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-26,574,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-27,575,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-28,576,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-29,577,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-09-30,578,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-01,579,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-02,580,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-03,581,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-04,582,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-05,583,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-06,584,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-07,585,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-08,586,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-09,587,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-10,588,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-11,589,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-12,590,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-13,591,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-14,592,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-15,593,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-16,594,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-17,595,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-18,596,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-19,597,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-20,598,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-21,599,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-22,600,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-23,601,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-24,602,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-25,603,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-26,604,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-27,605,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-10-28,606,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-29,607,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-30,608,2,2,2,2,2,0,1,1,0,1,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
