date,day as a number,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,International travel-Border screening-Other,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Hygiene and safety measure-Other-Not applicable,General-Activate incident emergency management system-Not applicable,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Vaccination proof,Ensuring treatment capacity-Other-Not applicable,Case management and quarantine-Quarantine-For contacts,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Internal travel-Travel restrictions-Other,Case management and quarantine-Isolation of case-Not applicable,International travel-Ban for certain countries-Not applicable,Internal travel-Travel advice-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,Hygiene and safety measure-Protective mask use community-Closed public spaces,International travel-Other-Not applicable
2020-06-03,94,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-04,95,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-05,96,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-06,97,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-07,98,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-08,99,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-09,100,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-10,101,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-11,102,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-12,103,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-13,104,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-14,105,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-15,106,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-16,107,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-17,108,0,0,2,1,0,2,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0
2020-06-18,109,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-19,110,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-20,111,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-21,112,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-22,113,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-23,114,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-24,115,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-25,116,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-26,117,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-27,118,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-28,119,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-29,120,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-06-30,121,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-01,122,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-02,123,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-03,124,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-04,125,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-05,126,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-06,127,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-07,128,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-08,129,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-09,130,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-10,131,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-11,132,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-12,133,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-13,134,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-14,135,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-15,136,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-16,137,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-17,138,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-18,139,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-19,140,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-20,141,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-21,142,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-22,143,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-23,144,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-24,145,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-25,146,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-26,147,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-27,148,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-28,149,0,2,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-29,150,0,2,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-30,151,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-07-31,152,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-01,153,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-02,154,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-03,155,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-04,156,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-05,157,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-06,158,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-07,159,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-08,160,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-09,161,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-10,162,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-11,163,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-12,164,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-13,165,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-14,166,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-15,167,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-16,168,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-17,169,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-18,170,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-19,171,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-20,172,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-21,173,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-22,174,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-23,175,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-24,176,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-25,177,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-26,178,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-27,179,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-28,180,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-29,181,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-30,182,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-08-31,183,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-01,184,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-02,185,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-03,186,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-04,187,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-05,188,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-06,189,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-07,190,0,0,2,1,2,2,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-08,191,0,0,2,1,2,2,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-09,192,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-10,193,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-11,194,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-12,195,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-13,196,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-14,197,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-15,198,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-16,199,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-17,200,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-18,201,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-19,202,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-20,203,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-21,204,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-22,205,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-23,206,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-24,207,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-25,208,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-26,209,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-27,210,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-28,211,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-29,212,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-09-30,213,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-10-01,214,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-10-02,215,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
2020-10-03,216,0,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0
