date,day as a number,Physical distancing-Measures for special populations-Other,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Case reporting aboard conveyances-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Other,Internal travel-Travel restrictions-Cordon sanitaire,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of public spaces-Place of worship,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Workplace measures-Teleworking,Physical distancing-Public gathering restriction-Other,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of educational institutions-Other,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,General-General other-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,Internal travel-Quarantine for internal travellers-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 50
2021-05-01,426,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-02,427,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-03,428,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-04,429,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-05,430,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-06,431,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-07,432,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-08,433,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-09,434,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0
2021-05-10,435,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,436,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,437,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,438,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,439,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-15,440,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,441,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,442,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,443,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,444,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,445,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,446,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,447,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,448,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,449,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,450,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,451,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,452,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,453,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,454,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,455,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,456,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,457,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,458,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,459,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,460,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,461,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,462,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,463,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,464,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,465,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,466,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,467,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,468,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,469,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,470,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,471,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,472,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,473,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,474,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,475,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,476,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,477,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,478,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,479,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,480,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,481,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,482,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,483,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,484,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,485,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,486,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,487,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,488,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,489,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,0,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,490,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,0,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,491,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,0,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,492,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,0,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,493,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,494,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,495,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2021-07-10,496,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2021-07-11,497,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,498,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,499,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,500,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,501,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,502,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,503,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,504,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,505,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-20,506,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-21,507,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-22,508,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-23,509,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-24,510,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-25,511,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-26,512,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-27,513,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-28,514,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-29,515,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-30,516,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-07-31,517,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-01,518,1,2,2,2,2,2,2,2,0,0,0,2,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-02,519,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-03,520,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-04,521,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-05,522,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-06,523,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-07,524,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-08,525,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-09,526,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-10,527,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-11,528,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-12,529,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-13,530,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2021-08-14,531,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-15,532,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-16,533,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-17,534,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
