date,day as a number,Physical distancing-Measures for special populations-Visiting restrictions,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Measures for special populations-Protected hours in public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Workplace measures-Teleworking,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Workplace measures-Adaptation of workplace,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of public spaces-Other,General-Exemptions to NPIs-Vaccination proof,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Other,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Internal travel-Travel restrictions-Other,Hygiene and safety measure-Blood and other SOHO safety-Not applicable,Physical distancing-Closure of educational institutions-Daycare nursery,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 100
2021-06-26,482,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,483,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,484,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,485,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,486,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,487,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,488,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,489,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,490,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,491,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,492,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,493,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,494,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,495,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,496,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,497,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,498,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,499,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,500,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,501,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,502,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,503,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,504,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,505,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,506,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,507,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,508,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,509,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,510,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,511,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,512,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,513,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,514,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,515,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-30,516,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-31,517,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,518,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,519,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,520,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-04,521,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-05,522,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-06,523,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-07,524,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,525,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,526,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,527,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,528,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,529,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,530,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-14,531,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,532,1,2,2,1,2,2,0,0,1,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,533,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,534,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,535,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,536,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-20,537,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,538,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,539,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,540,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,541,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,542,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,543,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,544,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,545,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,546,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,547,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,548,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,549,1,2,2,1,2,2,0,0,1,2,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,550,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,551,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,552,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,553,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,554,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-07,555,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,556,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,557,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,558,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,559,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,560,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,561,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-14,562,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,563,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,564,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-17,565,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-18,566,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,567,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,568,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-21,569,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,570,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23,571,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-24,572,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-25,573,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-26,574,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,575,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-28,576,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-29,577,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-30,578,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,579,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-02,580,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-03,581,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-04,582,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,583,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-06,584,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-07,585,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-08,586,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-09,587,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-10,588,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,589,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,590,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,591,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-14,592,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-15,593,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16,594,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,595,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18,596,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-19,597,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-20,598,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-21,599,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-22,600,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-23,601,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-24,602,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-25,603,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-26,604,1,2,2,1,2,2,0,0,1,2,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
