date,day as a number,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Case management and quarantine-Protective measures HCW-Not applicable,Case management and quarantine-Other-Not applicable,Physical distancing-Other-Not applicable,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Workplace measures-Teleworking,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Measures for special populations-Other,Physical distancing-Workplace measures-Closure of workplaces,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Other,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of public spaces-Non essential shops,Hygiene and safety measure-Protective mask use community-Closed public spaces,General-Activate incident emergency management system-Not applicable,General-Risk assessment-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-Non COVID related care-Other,Ensuring treatment capacity-COVID related care-ICU capacity,Internal travel-Travel advice-Not applicable,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-All public spaces,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Case management and quarantine-Contact tracing-Other,Physical distancing-Public gathering restriction-Outdoor over 100,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home orders-Not applicable,General-Exemptions to NPIs-Other,Ensuring treatment capacity-Other-Not applicable,Hygiene and safety measure-Other-Not applicable,General-General other-Not applicable,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Other,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Ensuring treatment capacity-COVID related care-Increase PPE stocks,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Measures for special populations-Stay at home risk groups
2020-05-24,84,2,1,2,0,2,2,0,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-05-25,85,2,1,2,0,2,2,0,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-05-26,86,2,1,2,0,2,2,0,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-05-27,87,2,1,2,0,2,2,0,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-05-28,88,2,1,2,0,2,2,0,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-05-29,89,2,1,2,0,2,2,2,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,2,2
2020-05-30,90,2,1,2,0,2,2,2,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,2,2
2020-05-31,91,2,1,2,0,2,2,2,2,2,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2
2020-06-01,92,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,2,0,1,0,0,0,0,2,0,0,1,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-02,93,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-03,94,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,2,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-04,95,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,2,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-05,96,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-06,97,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2
2020-06-07,98,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2
2020-06-08,99,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-09,100,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-10,101,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-11,102,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-12,103,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-13,104,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-14,105,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-15,106,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-16,107,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-17,108,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-18,109,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-19,110,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-20,111,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-21,112,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-22,113,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-23,114,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-24,115,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-25,116,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-26,117,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
2020-06-27,118,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2020-06-28,119,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2020-06-29,120,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2020-06-30,121,2,1,2,0,2,2,2,2,1,0,0,0,2,0,2,1,2,0,2,0,0,1,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2020-07-01,122,2,1,0,0,2,2,2,2,1,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-02,123,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-03,124,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-04,125,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-05,126,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-06,127,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-07,128,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-08,129,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-09,130,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-10,131,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-11,132,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-12,133,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-13,134,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-14,135,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-15,136,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-16,137,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-17,138,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-18,139,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-19,140,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-20,141,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-21,142,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-22,143,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-23,144,2,1,0,0,2,2,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-24,145,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-25,146,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-26,147,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-27,148,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-28,149,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-29,150,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-30,151,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-07-31,152,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-01,153,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-02,154,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-03,155,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-04,156,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-05,157,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-06,158,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-07,159,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-08,160,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-09,161,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-10,162,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-11,163,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-12,164,2,1,0,0,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-13,165,2,1,0,2,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-14,166,2,1,0,2,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-15,167,2,1,0,2,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-16,168,2,1,0,2,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-17,169,2,1,0,2,2,2,1,2,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-18,170,2,1,0,2,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-19,171,2,1,0,2,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-20,172,2,1,0,2,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-21,173,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-22,174,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-23,175,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-24,176,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-25,177,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-26,178,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
