date,day as a number,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Case management and quarantine-Protective measures HCW-Not applicable,Case management and quarantine-Other-Not applicable,Physical distancing-Other-Not applicable,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Workplace measures-Teleworking,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Measures for special populations-Other,Physical distancing-Workplace measures-Closure of workplaces,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Other,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of public spaces-Non essential shops,Hygiene and safety measure-Protective mask use community-Closed public spaces,General-Activate incident emergency management system-Not applicable,General-Risk assessment-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-Non COVID related care-Other,Ensuring treatment capacity-COVID related care-ICU capacity,Internal travel-Travel advice-Not applicable,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-All public spaces,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Case management and quarantine-Contact tracing-Other,Physical distancing-Public gathering restriction-Outdoor over 100,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home orders-Not applicable,General-Exemptions to NPIs-Other,Ensuring treatment capacity-Other-Not applicable,Hygiene and safety measure-Other-Not applicable,General-General other-Not applicable,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Other,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Ensuring treatment capacity-COVID related care-Increase PPE stocks,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Measures for special populations-Stay at home risk groups
2020-11-30,274,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-01,275,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-02,276,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-03,277,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-04,278,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-05,279,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-06,280,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-07,281,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-08,282,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-09,283,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-10,284,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-11,285,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-12,286,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-13,287,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-14,288,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,2,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-15,289,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-16,290,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-17,291,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-18,292,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-19,293,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-20,294,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-21,295,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-22,296,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-23,297,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-24,298,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-25,299,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-26,300,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-27,301,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-28,302,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-29,303,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-30,304,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-12-31,305,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021-01-01,306,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,307,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,308,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,309,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,310,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,311,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,312,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,313,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,314,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,315,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,316,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,317,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,318,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,319,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,320,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,321,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,322,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,323,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,324,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,325,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,326,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,327,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-23,328,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,329,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,330,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,331,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,332,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-28,333,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,334,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-30,335,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,336,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,337,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-02,338,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-03,339,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-04,340,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-05,341,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-06,342,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,343,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,344,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-09,345,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-10,346,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-11,347,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,348,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,349,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,350,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,351,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-16,352,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,353,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-18,354,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,355,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-20,356,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,357,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,358,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-23,359,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,360,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,361,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,362,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,363,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,364,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,2,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,365,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,1,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,366,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,1,1,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,367,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,368,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,2,0,1,1,2,0,2,2,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
