"date","age_groups","mean_contacts","lower_95_ci","median_contacts","upper_95_ci"
2020-03-01,"0-18 to 0-18",5.56176939814953,3.38307801574101,5.56990227250678,7.72761302987086
2020-03-02,"0-18 to 0-18",5.57194285444973,3.39217824899745,5.57962484168631,7.7544479721366
2020-03-03,"0-18 to 0-18",5.55220965966589,3.3611203455826,5.55698660799715,7.73091051362181
2020-03-04,"0-18 to 0-18",5.55082995355078,3.39813086518511,5.55587651496314,7.72201118793098
2020-03-05,"0-18 to 0-18",5.57517854697781,3.38278890023822,5.5708379759038,7.74338244809711
2020-03-06,"0-18 to 0-18",5.56044570711286,3.37787351766997,5.56281386703036,7.75588533441488
2020-03-07,"0-18 to 0-18",5.5677043923135,3.3707110548823,5.57919950198666,7.77438072305196
2020-03-08,"0-18 to 0-18",5.5372698985232,3.34928237068552,5.54946272348656,7.67837978986543
2020-03-09,"0-18 to 0-18",5.56832908497344,3.38922395825113,5.55961860807208,7.71946312876479
2020-03-10,"0-18 to 0-18",5.14118268913069,2.97666397206042,5.13940314047814,7.31634825980791
2020-03-11,"0-18 to 0-18",5.13676933639585,2.94213269243094,5.14447871710158,7.29829480956483
2020-03-12,"0-18 to 0-18",5.13572718068646,2.9616820047255,5.14617704608027,7.32818262074657
2020-03-13,"0-18 to 0-18",2.80093343763901,0.377866591575658,2.80810214032646,5.15666839102377
2020-03-14,"0-18 to 0-18",2.77345880468559,0.410848872049501,2.76967037758925,5.14386829650229
2020-03-15,"0-18 to 0-18",2.7948646561293,0.4269795142393,2.78802185072211,5.19549413299198
2020-03-16,"0-18 to 0-18",2.79079450614003,0.437580104575239,2.79826259844553,5.12025332161339
2020-03-17,"0-18 to 0-18",2.79663229497358,0.479534806667523,2.78927539031417,5.16878477818674
2020-03-18,"0-18 to 0-18",2.42506947244325,-0.00589120667861085,2.42070034429574,4.83361732910633
2020-03-19,"0-18 to 0-18",2.4331578003753,0.0158448708420297,2.42953832263207,4.89607334754987
2020-03-20,"0-18 to 0-18",2.43606869976703,-0.0256405889919434,2.44447720651541,4.82671952069358
2020-03-21,"0-18 to 0-18",2.43727786070755,0.00739872627561408,2.41772467408063,4.86813035278353
2020-03-22,"0-18 to 0-18",2.43244052211019,-0.0564868998641919,2.42755159327321,4.84753203160912
2020-03-23,"0-18 to 0-18",2.41826732966762,0.0287608090375331,2.40293805995155,4.84818168752831
2020-03-24,"0-18 to 0-18",2.42898735248519,-0.0130897290095527,2.41168573434254,4.87034942180231
2020-03-25,"0-18 to 0-18",2.42895364850906,-0.0267202923623056,2.42741064943659,4.86867171720426
2020-03-26,"0-18 to 0-18",2.43559184242199,0.0174726825680223,2.4337925518984,4.8810791806649
2020-03-27,"0-18 to 0-18",2.44137838674423,-0.00594361588508008,2.44213831599875,4.84480874163077
2020-03-28,"0-18 to 0-18",2.42984210995661,0.0173605318773054,2.42080050716184,4.86537311680039
2020-03-29,"0-18 to 0-18",2.43253501288884,-0.00324063325238321,2.44049629480281,4.82075838839341
2020-03-30,"0-18 to 0-18",2.43253353059757,0.0461400951352148,2.41869637429024,4.87805309223305
2020-03-31,"0-18 to 0-18",2.44082180206277,0.00277531429174988,2.45272667346291,4.87448246794247
2020-04-01,"0-18 to 0-18",2.42396084306989,-0.0139241194837404,2.42363027208213,4.84544867748598
2020-04-02,"0-18 to 0-18",2.44338988268487,0.0420946396145301,2.42897766528906,4.88814195258167
2020-04-03,"0-18 to 0-18",2.13675305695463,-0.294743772009952,2.13601581619136,4.57976066147292
2020-04-04,"0-18 to 0-18",2.15558780948618,-0.282778998443312,2.13674516128195,4.62574325635608
2020-04-05,"0-18 to 0-18",2.14627097576683,-0.299784650375933,2.14505942064595,4.58359998275957
2020-04-06,"0-18 to 0-18",2.12395161719481,-0.359046217571424,2.14369723924543,4.59079755737736
2020-04-07,"0-18 to 0-18",2.13457753585664,-0.336622331811004,2.12339298593224,4.61897784017155
2020-04-08,"0-18 to 0-18",2.15185821780953,-0.275846364514959,2.14664027421693,4.58383168476965
2020-04-09,"0-18 to 0-18",2.1511593276728,-0.297826343792723,2.16193960746218,4.60010414026581
2020-04-10,"0-18 to 0-18",2.15816810858547,-0.308957805906215,2.15147986704232,4.63509248033415
2020-04-11,"0-18 to 0-18",2.17086567063487,-0.317464304902897,2.18489955166953,4.61166584883369
2020-04-12,"0-18 to 0-18",2.14140218273343,-0.320123362517746,2.1323304087818,4.59728647774376
2020-04-13,"0-18 to 0-18",2.14096517610631,-0.293850117069922,2.15818105190703,4.60849844343307
2020-04-14,"0-18 to 0-18",2.14666471312395,-0.341008008663774,2.15958605088161,4.62312479892195
2020-04-15,"0-18 to 0-18",1.62473274149264,-0.910572277831231,1.60742079365404,4.188664521958
2020-04-16,"0-18 to 0-18",1.65574568617037,-0.957477290926323,1.65106162296229,4.25252987048046
2020-04-17,"0-18 to 0-18",1.65158797648855,-0.918968897172041,1.66866620350202,4.16022289614219
2020-04-18,"0-18 to 0-18",1.62700067077441,-0.963297723668277,1.62339170170513,4.2077568744518
2020-04-19,"0-18 to 0-18",1.64349074737915,-0.963288521017298,1.65276506693121,4.2500586273435
2020-04-20,"0-18 to 0-18",1.6324780762801,-0.925768995603639,1.61051354952549,4.19391212531845
2020-04-21,"0-18 to 0-18",1.61822208750866,-0.955012030059526,1.60505264599582,4.20754874342074
2020-04-22,"0-18 to 0-18",1.64210323926513,-0.904185075688514,1.64391699181628,4.25030259021822
2020-04-23,"0-18 to 0-18",1.62257942190694,-0.967356083659316,1.64028119349954,4.16657526824905
