"date","age_groups","mean_contacts","lower_95_ci","median_contacts","upper_95_ci"
2020-03-01,"0-18 to 0-18",1.89279372214701,1.72121885822984,1.89230624299389,2.06689401937988
2020-03-02,"0-18 to 0-18",1.89249854432,1.72117882959694,1.89237537670754,2.0621862673055
2020-03-03,"0-18 to 0-18",1.89277313154988,1.72007240566658,1.89234412132755,2.06636482324142
2020-03-04,"0-18 to 0-18",1.85393146871074,1.70543947258272,1.85385933847826,2.00392196381656
2020-03-05,"0-18 to 0-18",1.85383435030273,1.70485461000778,1.85354648795801,2.00603637913853
2020-03-06,"0-18 to 0-18",1.85262831338967,1.70295859294157,1.85226317139134,2.00207044178505
2020-03-07,"0-18 to 0-18",1.87971003281871,1.70834229791291,1.87948627604231,2.04687321182177
2020-03-08,"0-18 to 0-18",1.88011085614755,1.71092639139006,1.87907084568295,2.05031275176334
2020-03-09,"0-18 to 0-18",1.87895969071209,1.71097123737406,1.87901814881125,2.04755228383804
2020-03-10,"0-18 to 0-18",1.77102456993895,1.60469102916979,1.77193518978024,1.9346639325886
2020-03-11,"0-18 to 0-18",1.77133118355058,1.604641291622,1.77144679754992,1.93428708065303
2020-03-12,"0-18 to 0-18",1.10441904843378,0.755309176758027,1.10233342665424,1.45689401306511
2020-03-13,"0-18 to 0-18",1.10512126260493,0.751744341043367,1.10438892525675,1.46426816964493
2020-03-14,"0-18 to 0-18",1.226456893608,0.920254618415749,1.22712404544703,1.53942180019312
2020-03-15,"0-18 to 0-18",1.17515538007541,0.857230572418512,1.17582308346794,1.49397049320801
2020-03-16,"0-18 to 0-18",1.1941822118483,0.83984688598378,1.1952283726685,1.55298326652778
2020-03-17,"0-18 to 0-18",1.19448835451629,0.840013720611819,1.19474562833977,1.55520747306664
2020-03-18,"0-18 to 0-18",1.26809067236695,0.952837109401893,1.26861820851771,1.58619712009625
2020-03-19,"0-18 to 0-18",1.15382829378027,0.816617699949612,1.15213296976926,1.48915239448699
2020-03-20,"0-18 to 0-18",1.10264449930667,0.758256535647488,1.10292667652423,1.44019036568582
2020-03-21,"0-18 to 0-18",1.10246768056376,0.758386780363144,1.1058831531283,1.44302926493081
2020-03-22,"0-18 to 0-18",1.10298354770146,0.762538921320592,1.10272544346635,1.44548224953375
2020-03-23,"0-18 to 0-18",1.10186929531682,0.762167498323904,1.10371489428243,1.44313737761575
2020-03-24,"0-18 to 0-18",1.10144425543302,0.761626812539445,1.10147448797985,1.44028488989496
2020-03-25,"0-18 to 0-18",1.10199398368416,0.756002877669155,1.10555107955066,1.44255646712564
2020-03-26,"0-18 to 0-18",1.10197740164101,0.762555098547566,1.10180954289802,1.44197125781794
2020-03-27,"0-18 to 0-18",1.10169834876991,0.764727623695286,1.10102687271982,1.43834995683685
2020-03-28,"0-18 to 0-18",1.10288876109024,0.758212750954336,1.10246775810658,1.44346476387757
2020-03-29,"0-18 to 0-18",1.10252169641578,0.760963165061246,1.1030150969863,1.44210476352529
2020-03-30,"0-18 to 0-18",1.1031661161596,0.760092536161442,1.10596710023345,1.44325572364411
2020-03-31,"0-18 to 0-18",1.10130334556229,0.760243618066419,1.10168218037248,1.44165927443072
2020-04-01,"0-18 to 0-18",1.10127442878481,0.761630045775613,1.10186265580162,1.44116366288018
2020-04-02,"0-18 to 0-18",1.10129717932828,0.756271629054381,1.10162254615479,1.43975809294684
2020-04-03,"0-18 to 0-18",1.1016260117528,0.762538656713624,1.10151321619979,1.43750568282884
2020-04-04,"0-18 to 0-18",1.10253179019481,0.763174795891863,1.10231815802361,1.44411520025365
2020-04-05,"0-18 to 0-18",1.10143979303641,0.758472283667681,1.10185181489399,1.43840754947309
2020-04-06,"0-18 to 0-18",1.10238188445436,0.762403021140179,1.10288395214905,1.44399616458081
2020-04-07,"0-18 to 0-18",1.10285730360283,0.762430955505242,1.10268558659176,1.44447502434225
2020-04-08,"0-18 to 0-18",1.10266318041559,0.756101798301392,1.1026595248082,1.44607416466637
2020-04-09,"0-18 to 0-18",1.10211249027574,0.761949664321717,1.1032568749304,1.43897326976941
2020-04-10,"0-18 to 0-18",1.10249529591292,0.757218759239076,1.10208753614547,1.44632852245417
2020-04-11,"0-18 to 0-18",1.10207609616198,0.761915124144917,1.10126585457503,1.44370625377739
2020-04-12,"0-18 to 0-18",1.10166227462792,0.763349959363549,1.10189320307182,1.44740485293329
2020-04-13,"0-18 to 0-18",1.10113538866637,0.762149017437262,1.10192214268563,1.44486400945898
2020-04-14,"0-18 to 0-18",1.10195660308124,0.761978824859241,1.10217720815578,1.44081042686639
2020-04-15,"0-18 to 0-18",1.10280253753271,0.759984983724983,1.10313724461546,1.44514248897523
2020-04-16,"0-18 to 0-18",1.10279155020656,0.762935725283013,1.10156316540549,1.44273213827384
2020-04-17,"0-18 to 0-18",1.10302473902253,0.763217110544274,1.10237561285413,1.44257908530629
2020-04-18,"0-18 to 0-18",1.1014693792158,0.762367395464762,1.10073884510069,1.4427142815019
2020-04-19,"0-18 to 0-18",1.10142684762262,0.757191051909038,1.10235941220323,1.43848993048069
2020-04-20,"0-18 to 0-18",1.10143073589551,0.758058981609374,1.10239028162805,1.4398270845175
2020-04-21,"0-18 to 0-18",1.10145899251017,0.761333991251819,1.10177035263887,1.44613470391684
2020-04-22,"0-18 to 0-18",1.10157853674521,0.759285590314021,1.10256121758738,1.44382700677247
2020-04-23,"0-18 to 0-18",1.10183515339898,0.766624962515844,1.10073724896684,1.43995638092888
2020-04-24,"0-18 to 0-18",1.10119059018727,0.760400483915498,1.1012003447231,1.44370986796272
