"date","age_groups","mean_contacts","lower_95_ci","median_contacts","upper_95_ci"
2020-03-01,"0-18 to 0-18",8.68077764081172,-0.0203989849146096,8.65725668619894,17.3510323964031
2020-03-02,"0-18 to 0-18",8.69493057974505,-0.0882573294384858,8.66031751736466,17.3411089073058
2020-03-03,"0-18 to 0-18",8.6624986094646,-0.078144270768772,8.65296112074245,17.4430246714702
2020-03-04,"0-18 to 0-18",8.67222510905629,0.0103674490740503,8.58452833921721,17.4506745095086
2020-03-05,"0-18 to 0-18",8.69368417378828,0.08717480376453,8.65371172005678,17.3898321126823
2020-03-06,"0-18 to 0-18",8.68008027112245,-0.0712260566630812,8.64814988484009,17.3396518275577
2020-03-07,"0-18 to 0-18",8.66491696972861,-0.0839935317101099,8.67037661748854,17.3614672321296
2020-03-08,"0-18 to 0-18",8.65829810803935,-0.0588504057071567,8.61672096643115,17.1943887048492
2020-03-09,"0-18 to 0-18",8.68061792819247,-0.061736360835643,8.6380435535013,17.3209401581489
2020-03-10,"0-18 to 0-18",8.68883700706748,-0.0706798406825215,8.67179547362908,17.32567260143
2020-03-11,"0-18 to 0-18",8.66295126325821,-0.0572466334522873,8.63013152425489,17.222061960296
2020-03-12,"0-18 to 0-18",8.67399678209046,-0.0476914749967997,8.66848740177523,17.2902873127626
2020-03-13,"0-18 to 0-18",8.67950627394156,-0.0580043411540873,8.69257131528527,17.3858696697426
2020-03-14,"0-18 to 0-18",8.68639304558316,-0.102998898669882,8.64404639926098,17.3433898226292
2020-03-15,"0-18 to 0-18",8.68993896772126,-0.0661594841855052,8.64572508535389,17.4029944358035
2020-03-16,"0-18 to 0-18",7.15564178112306,-0.149280547379503,7.14905096785598,14.4735693867108
2020-03-17,"0-18 to 0-18",7.15026536162603,-0.262551085253449,7.15890488393364,14.4365638449571
2020-03-18,"0-18 to 0-18",11.9396497973733,3.85179690177964,11.9527816161959,19.9046976313492
2020-03-19,"0-18 to 0-18",11.9269293261904,3.81313153165885,11.9686066361113,19.8712729856951
2020-03-20,"0-18 to 0-18",11.9139903939927,3.86391310969024,11.9327871870267,19.9024132771335
2020-03-21,"0-18 to 0-18",11.9257896356381,3.95325078940894,12.0061296402287,19.7977683918669
2020-03-22,"0-18 to 0-18",16.110264023295,6.06672908183651,16.1465310095522,26.1631092236651
2020-03-23,"0-18 to 0-18",16.136385928612,6.06192401020043,16.2645754999076,26.0998262886771
2020-03-24,"0-18 to 0-18",16.1510473547166,6.18988968939338,16.163497984366,25.9818086415928
2020-03-25,"0-18 to 0-18",17.8581324850401,6.93270745843478,17.9082641647012,28.8100864767273
2020-03-26,"0-18 to 0-18",17.8432473862308,6.76831997987634,17.9023024503857,28.7511455694907
2020-03-27,"0-18 to 0-18",17.823744896928,6.80463914050881,17.8712064987737,28.8125290774617
2020-03-28,"0-18 to 0-18",17.8559990590159,6.75771098632294,17.9378937719664,28.6365682785869
2020-03-29,"0-18 to 0-18",17.8481195012717,6.81054618490829,17.8758717527724,28.7432224305455
2020-03-30,"0-18 to 0-18",19.1934386972629,7.22158594423668,19.2920950810209,31.0340639356978
2020-03-31,"0-18 to 0-18",19.2193053195422,7.15727752144718,19.2541513239836,31.1850271351781
2020-04-01,"0-18 to 0-18",19.2113028786546,7.34318318810393,19.286774315031,31.3010378241991
2020-04-02,"0-18 to 0-18",19.206370536651,6.86716474100079,19.3128152281933,31.1694239408792
2020-04-03,"0-18 to 0-18",19.2433720053266,7.06709927187504,19.3145394045009,31.2614064066478
2020-04-04,"0-18 to 0-18",19.1866911149333,7.00936522425192,19.2817608717306,31.2289339901465
