"date","age_groups","mean_contacts","lower_95_ci","median_contacts","upper_95_ci"
2021-05-10,"18-45 to 45-64",0.880838442441119,0.806241076099228,0.880668824967143,0.955169739341398
2021-05-11,"18-45 to 45-64",0.880780199173004,0.805729166720742,0.880560730384813,0.956820487260206
2021-05-12,"18-45 to 45-64",0.880704850432598,0.806250697494195,0.880248056151534,0.957307693549506
2021-05-13,"18-45 to 45-64",0.880129400143597,0.805507225268789,0.87964309240134,0.95771538983
2021-05-14,"18-45 to 45-64",0.880228701795308,0.806026156189068,0.879988144707577,0.9561186368273
2021-05-15,"18-45 to 45-64",0.88007502504097,0.804082284113318,0.879789565033291,0.955747550476471
2021-05-16,"18-45 to 45-64",0.880812175335872,0.805773681328343,0.880104078304564,0.956738268995226
2021-05-17,"18-45 to 45-64",0.880592247059453,0.806031339281317,0.880533014228827,0.956926430357755
2021-05-18,"18-45 to 45-64",0.880742028741461,0.80688891841374,0.880930781198093,0.953583799165248
2021-05-19,"18-45 to 45-64",0.531203811057952,0.368180067317157,0.532220116073474,0.694472362179218
2021-05-20,"18-45 to 45-64",0.530516273345956,0.370060576061851,0.530549675581371,0.690465553073255
2021-05-21,"18-45 to 45-64",0.531844048737788,0.368009290080319,0.531686741556522,0.693693017633618
2021-05-22,"18-45 to 45-64",0.531489909400193,0.369820223549725,0.530589146714744,0.692363270084579
2021-05-23,"18-45 to 45-64",0.531602797735544,0.37063627927741,0.531002225009118,0.692376127653592
2021-05-24,"18-45 to 45-64",0.531091334684817,0.368397414631716,0.532137262836366,0.693322019708375
2021-05-25,"18-45 to 45-64",0.531676312316347,0.369450638238568,0.531459727123416,0.693962132742894
2021-05-26,"18-45 to 45-64",0.531661857688781,0.367261461162643,0.53203816748453,0.695624600138038
2021-05-27,"18-45 to 45-64",0.531432564286231,0.370452888646484,0.53144866790796,0.692929127695263
2021-05-28,"18-45 to 45-64",0.531783707921847,0.370794105331914,0.531025226177282,0.694756945950521
2021-05-29,"18-45 to 45-64",0.531547470063719,0.368937662783877,0.531267352924032,0.696297790790121
2021-05-30,"18-45 to 45-64",0.531132401089934,0.369526429772259,0.530599978577797,0.69452946204233
2021-05-31,"18-45 to 45-64",0.531045605652496,0.369147231463021,0.531675605347784,0.692347239031291
2021-06-01,"18-45 to 45-64",0.531380987112373,0.368162209209424,0.530745824408683,0.693822196490988
2021-06-02,"18-45 to 45-64",0.532275762457665,0.368945603336831,0.532567031585052,0.69236123372044
2021-06-03,"18-45 to 45-64",0.531577744377497,0.368691037726409,0.532051891919902,0.692080785200667
2021-06-04,"18-45 to 45-64",0.531474694799077,0.370251653090248,0.531794903358244,0.694915082317946
2021-06-05,"18-45 to 45-64",0.531057543892344,0.368295663277352,0.531878397499945,0.693340491577695
2021-06-06,"18-45 to 45-64",0.531597084552697,0.370466048632406,0.531845762033097,0.694252437955841
2021-06-07,"18-45 to 45-64",0.531363014515985,0.370570257360568,0.531192223466638,0.692984579450439
2021-06-08,"18-45 to 45-64",0.53122093612554,0.370202987862645,0.531307386773716,0.69020141351015
2021-06-09,"18-45 to 45-64",0.460577003187023,0.251867921148362,0.459801665660204,0.665196421407255
2021-06-10,"18-45 to 45-64",0.460839164671142,0.254312135533947,0.46050618265421,0.665205756436552
2021-06-11,"18-45 to 45-64",0.460788837606752,0.253788388772304,0.461062178956795,0.670296560277281
2021-06-12,"18-45 to 45-64",0.460611611611193,0.253590877557617,0.461086957394843,0.667461501800074
2021-06-13,"18-45 to 45-64",0.460393651671418,0.253183627106195,0.46086482763944,0.664853153593368
2021-06-14,"18-45 to 45-64",0.460161065878341,0.256433442354455,0.459989634730776,0.665497382566093
2021-06-15,"18-45 to 45-64",0.460937398803573,0.254019987876689,0.462016861468181,0.665920897315152
2021-06-16,"18-45 to 45-64",0.459812173142746,0.253599651809717,0.459928219369086,0.665699646335656
2021-06-17,"18-45 to 45-64",0.460560364438497,0.253949893812133,0.460955034241385,0.66759848080023
2021-06-18,"18-45 to 45-64",0.460941450349472,0.254774839792608,0.461633228204052,0.666566671717474
2021-06-19,"18-45 to 45-64",0.460813225757742,0.254569102972862,0.460900620830561,0.666530985473749
2021-06-20,"18-45 to 45-64",0.460557031889325,0.255530611789736,0.460408457500994,0.667066222913763
2021-06-21,"18-45 to 45-64",0.459186151386303,0.267505466563471,0.459985044721024,0.647349759930676
2021-06-22,"18-45 to 45-64",0.458836310283398,0.269228974399296,0.458446204073899,0.64804341247151
2021-06-23,"18-45 to 45-64",0.459364330343564,0.266039804566562,0.458774527111499,0.649209456723594
2021-06-24,"18-45 to 45-64",0.459007241801944,0.269665630524703,0.459764849417214,0.646956555335305
2021-06-25,"18-45 to 45-64",0.458293052157979,0.266349252345488,0.458668540215056,0.647057892492654
2021-06-26,"18-45 to 45-64",0.458978439074464,0.268155080352428,0.459680272497604,0.647932742922037
2021-06-27,"18-45 to 45-64",0.458682514988385,0.268836417158908,0.45815125193464,0.646790153921541
2021-06-28,"18-45 to 45-64",0.458837118319589,0.267983639547823,0.459192009168046,0.649736687024982
2021-06-29,"18-45 to 45-64",0.458303835718869,0.266300862776251,0.458703116779812,0.646021847485547
2021-06-30,"18-45 to 45-64",0.272304659929563,-0.00845316343671208,0.271111383995871,0.553560124581363
2021-07-01,"18-45 to 45-64",0.213935279660464,-0.0916675917755245,0.214356213127999,0.519060480650378
2021-07-02,"18-45 to 45-64",0.213645371222859,-0.0931150632566224,0.21427408984796,0.516154619185745
2021-07-03,"18-45 to 45-64",0.21452953841911,-0.0914039331896262,0.214172481905465,0.518225972448603
2021-07-04,"18-45 to 45-64",0.214429614733069,-0.0923042377968525,0.214451594491179,0.51808119637839
2021-07-05,"18-45 to 45-64",0.157048423441418,-0.189897249738232,0.157583991044676,0.495793489034155
2021-07-06,"18-45 to 45-64",0.157329867790736,-0.187931423423944,0.156819001084759,0.49829265053966
2021-07-07,"18-45 to 45-64",0.156270910704368,-0.190563662696203,0.156895493946132,0.497915073375872
2021-07-08,"18-45 to 45-64",0.156085033161825,-0.18622976360207,0.1563304249868,0.495339105035921
2021-07-09,"18-45 to 45-64",0.156525985536573,-0.18470353062903,0.155509558946458,0.49990705557578
2021-07-10,"18-45 to 45-64",0.156003173337096,-0.189454791559694,0.156289024062864,0.496654946131246
2021-07-11,"18-45 to 45-64",0.156489279595555,-0.185573645012397,0.155903058598756,0.495299892568885
2021-07-12,"18-45 to 45-64",0.15604709081677,-0.189016957481756,0.157137825409854,0.499829157003637
2021-07-13,"18-45 to 45-64",0.15708251243408,-0.190357230121541,0.158255574915352,0.49720914289563
2021-07-14,"18-45 to 45-64",0.155550216548264,-0.188474369326142,0.155977942971097,0.496597993958456
2021-07-15,"18-45 to 45-64",0.156427038498188,-0.188501558561402,0.157063725163414,0.500131594511809
2021-07-16,"18-45 to 45-64",0.156521911882329,-0.187795203608659,0.156578116300456,0.497444561665175
2021-07-17,"18-45 to 45-64",0.156240134673857,-0.188543701210143,0.158009933136218,0.49890157645496
2021-07-18,"18-45 to 45-64",0.156788153377003,-0.18684463213846,0.157252500209395,0.498447847479105
2021-07-19,"18-45 to 45-64",0.156072858184298,-0.193069245738652,0.156394909109253,0.493502714107192
2021-07-20,"18-45 to 45-64",0.156271356551907,-0.186927499290032,0.155485555243806,0.497894960810237
2021-07-21,"18-45 to 45-64",0.155175541485815,-0.188691948215829,0.154714591437601,0.499911113812279
2021-07-22,"18-45 to 45-64",0.156530318945584,-0.188296079212892,0.156360872528706,0.499734591739498
2021-07-23,"18-45 to 45-64",0.156331134939698,-0.19057412215904,0.156000168275371,0.496376024139018
2021-07-24,"18-45 to 45-64",0.156510798466279,-0.187625798196985,0.155440724223914,0.50051574189928
2021-07-25,"18-45 to 45-64",0.156482505082693,-0.185561708447381,0.15739489258641,0.495526540276487
2021-07-26,"18-45 to 45-64",0.156401855975975,-0.189423244115057,0.157373989979277,0.496410411424755
2021-07-27,"18-45 to 45-64",0.157195897971105,-0.185599150200055,0.157769073101432,0.498462618061557
2021-07-28,"18-45 to 45-64",0.15633739019151,-0.185394289334222,0.157326036699972,0.500553247936582
2021-07-29,"18-45 to 45-64",0.156035391001333,-0.188273058105863,0.156992529549484,0.498260497658185
2021-07-30,"18-45 to 45-64",0.158369155229214,-0.207941895842752,0.15916848985922,0.522998111705697
2021-07-31,"18-45 to 45-64",0.158338813519717,-0.211096905447872,0.156587918280505,0.524477968372421
2021-08-01,"18-45 to 45-64",0.158764060209156,-0.207875748536819,0.158267400752744,0.52719118726524
2021-08-02,"18-45 to 45-64",0.158183276831292,-0.209769482609187,0.155648303835674,0.530068943564015
2021-08-03,"18-45 to 45-64",0.158230271408179,-0.211642318832091,0.158608147950277,0.526714922495753
2021-08-04,"18-45 to 45-64",0.157304092128488,-0.210344479151156,0.157586347626322,0.52275946461447
2021-08-05,"18-45 to 45-64",0.157998345449429,-0.210730829170816,0.158867279632121,0.524892779403304
2021-08-06,"18-45 to 45-64",0.157668401759556,-0.210541446141872,0.156554463196454,0.522554642247194
2021-08-07,"18-45 to 45-64",0.157758741605639,-0.207427346176512,0.157242597112338,0.526062880638754
2021-08-08,"18-45 to 45-64",0.158539274305664,-0.212187477825845,0.157846606730935,0.527194524432128
2021-08-09,"18-45 to 45-64",0.157883595989326,-0.214268330652612,0.157678192031821,0.527982714276117
2021-08-10,"18-45 to 45-64",0.158501961860415,-0.212931491565789,0.157018517399719,0.522696385237616
2021-08-11,"18-45 to 45-64",0.157973044460673,-0.211975935695897,0.156675828539142,0.522964158244814
2021-08-12,"18-45 to 45-64",0.158368861159274,-0.20864231928296,0.15850151695645,0.527023509831127
2021-08-13,"18-45 to 45-64",0.158419840891191,-0.207783134144713,0.158099629563383,0.528722315423046
2021-08-14,"18-45 to 45-64",0.157802404293858,-0.208729219577535,0.157176613594907,0.525488038323731
2021-08-15,"18-45 to 45-64",0.157544784692258,-0.211151765567026,0.157136373678386,0.528986790656612
2021-08-16,"18-45 to 45-64",0.158656541870083,-0.209650023414235,0.158033442482388,0.530728104574109
2021-08-17,"18-45 to 45-64",0.157818852012832,-0.210917966470583,0.158371816808881,0.528207306852857
2021-08-18,"18-45 to 45-64",0.158672258934837,-0.210250258061341,0.157094118839321,0.527968857430425
2021-08-19,"18-45 to 45-64",0.158319905730482,-0.207500726226699,0.15898015776356,0.526436416154121
2021-08-20,"18-45 to 45-64",0.158264809723474,-0.210284357635741,0.156413144338055,0.52616836369983
2021-08-21,"18-45 to 45-64",0.158408149903981,-0.208479314425284,0.158153386104875,0.526121941200993
2021-08-22,"18-45 to 45-64",0.157834942670185,-0.21056653049393,0.157961766747305,0.524976090334827
2021-08-23,"18-45 to 45-64",0.157542673907138,-0.21262917002906,0.157516668790718,0.525713928149988
