"date","age_groups","mean_contacts","lower_95_ci","median_contacts","upper_95_ci"
2021-10-09,"18-45 to 0-18",1.36039638093631,1.01287364195827,1.36147437112575,1.70608673268247
2021-10-10,"18-45 to 0-18",1.36073058928262,1.00971850749122,1.36249023462796,1.70926657017245
2021-10-11,"18-45 to 0-18",1.36056071807775,1.01220822370224,1.36078478838173,1.71010213592866
2021-10-12,"18-45 to 0-18",1.36064887327669,1.01108465675122,1.35973785072341,1.70768125347398
2021-10-13,"18-45 to 0-18",1.36106691931098,1.01302331469927,1.36144437104561,1.7060459553232
2021-10-14,"18-45 to 0-18",1.36104846053329,1.01141747646263,1.36402161559694,1.70865327355582
2021-10-15,"18-45 to 0-18",1.36064371540384,1.01246733635434,1.3613643832834,1.70692403380009
2021-10-16,"18-45 to 0-18",1.36096930269918,1.01170589664516,1.36020235958216,1.70871576187172
2021-10-17,"18-45 to 0-18",1.36057110789354,1.01230045087541,1.36025965249451,1.70743907792124
2021-10-18,"18-45 to 0-18",1.36074641078648,1.01345678563659,1.36126063466104,1.70914954580294
2021-10-19,"18-45 to 0-18",1.36067573780779,1.01252653247271,1.36127090118863,1.70877758900217
2021-10-20,"18-45 to 0-18",1.36078848623154,1.01228355219419,1.36171285698563,1.70795017848484
2021-10-21,"18-45 to 0-18",1.36032527375619,1.01256468173004,1.36251863694482,1.70660571292459
2021-10-22,"18-45 to 0-18",1.35396947892141,1.03500052003812,1.35482653938806,1.67109431269783
2021-10-23,"18-45 to 0-18",1.35392378822735,1.03439290390712,1.35532603637747,1.67143316263762
2021-10-24,"18-45 to 0-18",1.35403174824154,1.03282707546539,1.35565913922699,1.67206773992854
2021-10-25,"18-45 to 0-18",1.35401532416517,1.03302948331741,1.35475784616137,1.66980076724585
2021-10-26,"18-45 to 0-18",1.35378806707049,1.03395357758561,1.35547194397371,1.66904359582652
2021-10-27,"18-45 to 0-18",1.35390595529364,1.03201322212657,1.35425414157343,1.67419928083568
2021-10-28,"18-45 to 0-18",1.36055516101717,1.05434447716403,1.3624468826556,1.65838303043164
2021-10-29,"18-45 to 0-18",1.42479423403743,1.11814814672834,1.42491706205945,1.73247128728245
2021-10-30,"18-45 to 0-18",1.42558708477108,1.11594738498273,1.4259140973204,1.7339996090143
2021-10-31,"18-45 to 0-18",1.42525923348828,1.11707891644579,1.4250101044339,1.73477152648608
2021-11-01,"18-45 to 0-18",1.425155893584,1.11631241991896,1.42560111712264,1.73282709902141
2021-11-02,"18-45 to 0-18",1.42538414330602,1.11529244313643,1.4254088834617,1.73169555282205
2021-11-03,"18-45 to 0-18",1.45022922259164,1.13218421089149,1.44911746349069,1.76627763788968
2021-11-04,"18-45 to 0-18",1.445410047802,1.11686305387871,1.44398655820879,1.77171999367502
2021-11-05,"18-45 to 0-18",1.44598251010491,1.11730872432126,1.44514486286837,1.76957271954067
2021-11-06,"18-45 to 0-18",1.44518845756258,1.11854222714169,1.44333021196909,1.77179948615289
2021-11-07,"18-45 to 0-18",1.44557222546853,1.11901595040635,1.44461983009145,1.76930050156564
2021-11-08,"18-45 to 0-18",1.44582109594595,1.11927964416958,1.44393176470454,1.77435778797328
2021-11-09,"18-45 to 0-18",1.44552129338131,1.11909738478441,1.44416442630099,1.77185782853952
2021-11-10,"18-45 to 0-18",1.44566820200361,1.11601271223152,1.44477650198056,1.77063327380912
2021-11-11,"18-45 to 0-18",1.44569801598916,1.11717582368649,1.4451155072118,1.77018237301822
2021-11-12,"18-45 to 0-18",1.44573035222662,1.11682382830264,1.44417051675541,1.7688557393661
2021-11-13,"18-45 to 0-18",1.44577058510374,1.11978994196373,1.4456144393907,1.77359242230998
2021-11-14,"18-45 to 0-18",1.4458250590607,1.11761221750547,1.44445137098594,1.7716526716816
2021-11-15,"18-45 to 0-18",1.44566815472703,1.11885157754099,1.44429245469244,1.77137315544973
2021-11-16,"18-45 to 0-18",1.4457750179716,1.12135403528555,1.44411096081237,1.77143759358963
2021-11-17,"18-45 to 0-18",1.44521902619444,1.11570638170421,1.44520794170085,1.77107541159487
2021-11-18,"18-45 to 0-18",1.45215318102236,1.1221578297553,1.452663634707,1.77993464440177
2021-11-19,"18-45 to 0-18",1.45196772541577,1.1203275514231,1.45215652650371,1.78424904232063
2021-11-20,"18-45 to 0-18",1.451992469682,1.12341930084816,1.45320785675066,1.77993374047571
2021-11-21,"18-45 to 0-18",1.45182262514135,1.12176721855905,1.45078001948708,1.77945824890761
2021-11-22,"18-45 to 0-18",1.45178286374681,1.12051240651512,1.45233906950809,1.77920670917985
2021-11-23,"18-45 to 0-18",1.45212758816178,1.12146909716451,1.45222166451145,1.78173198263951
2021-11-24,"18-45 to 0-18",1.45208316107132,1.12151321944453,1.45312653398608,1.78123038005933
2021-11-25,"18-45 to 0-18",1.45229052587271,1.11989064769368,1.45207992899752,1.7818519274544
2021-11-26,"18-45 to 0-18",1.45188689409683,1.12001210870742,1.4499896754908,1.77833358348543
2021-11-27,"18-45 to 0-18",1.45241570701997,1.12291122428556,1.45245054069953,1.78421197268312
2021-11-28,"18-45 to 0-18",1.45219028855772,1.12185791838979,1.45192124066392,1.78147451045402
2021-11-29,"18-45 to 0-18",1.45248940410478,1.12329108696993,1.45240992171573,1.78161199649655
2021-11-30,"18-45 to 0-18",1.45238193425244,1.11943354773252,1.45173152194893,1.77956520404706
2021-12-01,"18-45 to 0-18",1.45254059448969,1.12225191901082,1.45314840249711,1.78159278768607
2021-12-02,"18-45 to 0-18",1.45196732711036,1.12204158593224,1.45067190022742,1.78210498493677
2021-12-03,"18-45 to 0-18",1.45208723581503,1.11958432290222,1.45276237683628,1.78095250463175
2021-12-04,"18-45 to 0-18",1.4521397847907,1.12208776905792,1.45084707092226,1.7832981250147
2021-12-05,"18-45 to 0-18",1.45216833832907,1.12205486626926,1.45219417643904,1.78329054966226
2021-12-06,"18-45 to 0-18",1.45209255213484,1.1230313292016,1.45241155392381,1.77811013257902
2021-12-07,"18-45 to 0-18",1.45265474400482,1.1211945715244,1.45368718854394,1.78052016093562
2021-12-08,"18-45 to 0-18",1.4522765811989,1.12158652255079,1.45305579821941,1.77885394595075
2021-12-09,"18-45 to 0-18",1.45233335882827,1.12230126077742,1.45261907353628,1.7794869915735
2021-12-10,"18-45 to 0-18",1.47501585234744,1.09439174358509,1.47416254249952,1.85702793922794
2021-12-11,"18-45 to 0-18",1.47503797437795,1.09322928736676,1.47408086282548,1.85606795784666
2021-12-12,"18-45 to 0-18",1.4756375436958,1.09485555074546,1.4749282811653,1.85623992768879
2021-12-13,"18-45 to 0-18",1.47541243443105,1.09766564061111,1.47519696802618,1.85796446455894
2021-12-14,"18-45 to 0-18",1.47555830922372,1.0970239026068,1.47474878777657,1.85787948377905
2021-12-15,"18-45 to 0-18",1.47533380253983,1.09579832241993,1.47400417112586,1.85373698149337
2021-12-16,"18-45 to 0-18",1.47525818335701,1.09429295855265,1.47431720449384,1.85577316298323
2021-12-17,"18-45 to 0-18",1.47535131070639,1.09695406294825,1.47438475952352,1.85581635162635
2021-12-18,"18-45 to 0-18",1.47513054428854,1.09632086374467,1.47326893065283,1.85750873254641
2021-12-19,"18-45 to 0-18",1.47565328302384,1.09617906741596,1.47551884680671,1.85578376253366
2021-12-20,"18-45 to 0-18",1.56315455059005,0.989005963515378,1.55734023590468,2.14917382384477
2021-12-21,"18-45 to 0-18",1.56287319830986,0.988611334224677,1.55956100676134,2.14450817376956
2021-12-22,"18-45 to 0-18",1.5633394502534,0.994537721946567,1.55881817993585,2.14640859336328
2021-12-23,"18-45 to 0-18",1.56328781991335,0.989231262842912,1.56006288921136,2.14757929494622
2021-12-24,"18-45 to 0-18",1.56305894613555,0.990956957147123,1.55834649789,2.14759736435256
2021-12-25,"18-45 to 0-18",1.56277081222562,0.991399202331454,1.55746862755534,2.14499076215881
2021-12-26,"18-45 to 0-18",1.56305326258761,0.988911099620592,1.55771567757591,2.14609636710834
2021-12-27,"18-45 to 0-18",1.56300584165341,0.989526920821303,1.55878993035904,2.1457582932026
2021-12-28,"18-45 to 0-18",1.56350613176392,0.990529944636185,1.56055361788971,2.14407630967101
2021-12-29,"18-45 to 0-18",1.5626634736133,0.989040026266291,1.55826588199372,2.14883110339736
2021-12-30,"18-45 to 0-18",1.5631877016641,0.991291678221793,1.56036373535181,2.14569832546417
2021-12-31,"18-45 to 0-18",1.56301506306728,0.989293773215332,1.55969228161008,2.14794043284723
2022-01-01,"18-45 to 0-18",1.56301268548601,0.992512972976565,1.5578466174968,2.14680624847613
2022-01-02,"18-45 to 0-18",1.56279268118337,0.99380620705292,1.55992944029394,2.14639697191927
2022-01-03,"18-45 to 0-18",1.56319993209379,0.987116063187008,1.5599591277751,2.14384292176127
2022-01-04,"18-45 to 0-18",1.56299685022745,0.989534299691431,1.55856932672717,2.1475628214191
2022-01-05,"18-45 to 0-18",1.56289958697012,0.993634347689601,1.55851686456572,2.14610544463562
2022-01-06,"18-45 to 0-18",1.56291327163409,0.991295364757411,1.55970892372479,2.14546218462224
2022-01-07,"18-45 to 0-18",1.56289809166054,0.989403406453628,1.56118321906009,2.14442630837784
2022-01-08,"18-45 to 0-18",1.56267026713737,0.991097146350362,1.56056576274594,2.14746416393969
2022-01-09,"18-45 to 0-18",1.56352310799289,0.990423755908707,1.55883050492158,2.14895567137812
2022-01-10,"18-45 to 0-18",1.56306482965286,0.989584049909161,1.55893895799111,2.14903108650707
2022-01-11,"18-45 to 0-18",1.56288053641539,0.992348674560868,1.55824736999202,2.14697386964151
2022-01-12,"18-45 to 0-18",1.56331767293528,0.991373090209116,1.55916820261069,2.15123458179907
2022-01-13,"18-45 to 0-18",1.56339333401479,0.989095275539145,1.55910964049345,2.14821033248657
2022-01-14,"18-45 to 0-18",1.5671925264111,0.996759660957552,1.56353297012983,2.15049133666732
2022-01-15,"18-45 to 0-18",1.56735668670535,0.997011382049508,1.56539977150126,2.15230599826768
2022-01-16,"18-45 to 0-18",1.56739324464865,0.995905258338676,1.56392900551578,2.14899980581888
2022-01-17,"18-45 to 0-18",1.56707869316374,0.992802892294393,1.5629423280613,2.14966355747124
2022-01-18,"18-45 to 0-18",1.567568399313,0.997739499319965,1.56587213339437,2.15132865319351
2022-01-19,"18-45 to 0-18",1.56721268761855,0.993784349890179,1.56258782369409,2.15161394776935
2022-01-20,"18-45 to 0-18",1.56766260819355,0.993733029508022,1.56441351417838,2.1551310571286
2022-01-21,"18-45 to 0-18",1.56764228577777,0.997586679908038,1.56289529086459,2.15098888425692
2022-01-22,"18-45 to 0-18",1.4554235907835,1.08668555695792,1.45351057901338,1.82897778277183
2022-01-23,"18-45 to 0-18",1.45560969743461,1.08692124297137,1.4548890515946,1.8277597144263
2022-01-24,"18-45 to 0-18",1.4556299404873,1.08813628091974,1.45387210931835,1.82805384455351
2022-01-25,"18-45 to 0-18",1.43912044268005,1.06304831899986,1.4374762156575,1.81912049851039
2022-01-26,"18-45 to 0-18",1.43881078320689,1.06387443037223,1.43845606376282,1.81831826955573
2022-01-27,"18-45 to 0-18",1.43880592958511,1.06136946385112,1.43739490784849,1.81779911965696
2022-01-28,"18-45 to 0-18",1.43874704030144,1.06167922243013,1.4378666581887,1.81821233318406
2022-01-29,"18-45 to 0-18",1.4390587546807,1.06284271581579,1.43701886015038,1.81598843225631
2022-01-30,"18-45 to 0-18",1.43849025836169,1.06453304593042,1.43710070410323,1.81834026745756
2022-01-31,"18-45 to 0-18",1.43465729094406,1.04320969406292,1.43329920368825,1.82992184482911
2022-02-01,"18-45 to 0-18",1.43409734382829,1.04339314626862,1.43225336083354,1.8280471916358
2022-02-02,"18-45 to 0-18",1.43502530468889,1.04466140301234,1.43340647518876,1.82928959205754
2022-02-03,"18-45 to 0-18",1.43473952225529,1.04184957392007,1.4327562741749,1.82848438547373
2022-02-04,"18-45 to 0-18",1.43473450732823,1.04447787130772,1.43443945349797,1.83489380437413
2022-02-05,"18-45 to 0-18",1.43426244263136,1.04214697117156,1.43374103163089,1.83243654965751
2022-02-06,"18-45 to 0-18",1.43484257871049,1.04701606583214,1.43247554034018,1.83052999956322
2022-02-07,"18-45 to 0-18",1.43466367040198,1.04519535986691,1.4325746432002,1.83434601829695
2022-02-08,"18-45 to 0-18",1.43444902818902,1.04362916770574,1.43388206980828,1.83099651572027
2022-02-09,"18-45 to 0-18",1.4344536404622,1.04261173195375,1.43276153353615,1.83021714803515
2022-02-10,"18-45 to 0-18",1.43467849335312,1.04299757325558,1.43310273251017,1.82946802669883
2022-02-11,"18-45 to 0-18",1.43472180033089,1.04326006708958,1.43386310845779,1.83102364718154
2022-02-12,"18-45 to 0-18",1.43458630606874,1.04478448230825,1.43365710315653,1.83273062595561
2022-02-13,"18-45 to 0-18",1.43455599135111,1.04349909735086,1.43239978269019,1.82951732136956
2022-02-14,"18-45 to 0-18",1.434436719231,1.04403812571881,1.43176148878793,1.83152759401198
2022-02-15,"18-45 to 0-18",1.43474670562636,1.04169884021746,1.43252547543692,1.83251122716202
2022-02-16,"18-45 to 0-18",1.43494743350096,1.04208798846629,1.43487570074921,1.83192792188672
2022-02-17,"18-45 to 0-18",1.43496063839951,1.04557377627726,1.43285384943631,1.83237160899079
2022-02-18,"18-45 to 0-18",1.43493893815603,1.04598090702911,1.43437224993384,1.83202653708968
2022-02-19,"18-45 to 0-18",1.43430859814315,1.0453360412795,1.4318674795082,1.83007942379063
2022-02-20,"18-45 to 0-18",1.43449221814466,1.04447157691398,1.43223285272573,1.83084922852182
