,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,9.5171,1.2528,1.1141,0.3812,2.0155,1.1224,0.9484,0.5283,1.3321,0.7048,1.0341,0.7484,0.3531,0.3042,0.5798,0.9822
m2,5.6339,1.3209,0.9948,0.2315,2.1251,2.3869,1.8924,0.6589,1.1895,1.4064,1.3348,0.5784,0.2144,0.3794,0.4481,0.8644
m3,5.5166,1.5152,1.2263,0.3275,2.4377,1.1261,0.876,0.4153,1.4662,0.6511,0.8254,0.4999,0.3033,0.2391,0.3873,0.5285
m4,9.4353,1.1431,1.3356,0.3023,1.839,1.3127,0.9605,0.3559,1.5969,0.7138,0.8362,0.4634,0.28,0.2049,0.359,0.8335
m5,8.6945,1.0496,0.889,0.1691,1.6886,1.0542,0.8498,0.4927,1.0629,0.6315,0.9059,0.6204,0.1566,0.2837,0.4806,0.654
m6,8.7682,1.117,1.1653,0.2324,1.7971,0.8976,0.6929,0.8247,1.3934,0.515,0.5871,0.4854,0.2152,0.4748,0.3761,0.6238
m7,8.5096,0.9848,1.0689,0.2767,1.5843,0.8905,0.6339,0.2972,1.278,0.4711,0.7059,0.348,0.2563,0.1711,0.2696,0.5081
