,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,6.2411,1.1409,2.9668,0.3942,2.3844,2.7079,2.3182,1.7843,4.7611,1.7801,1.7825,1.0861,0.4931,1.0678,0.8465,1.307
m2,9.4433,1.0235,1.0347,0.226,2.139,2.1585,1.8793,0.7963,1.6606,1.443,1.7985,0.7285,0.2826,0.4765,0.5678,0.7212
m3,6.2153,0.968,1.0499,0.3207,2.0232,1.5197,1.3755,0.493,1.6848,1.0562,1.1485,0.5483,0.4011,0.2951,0.4274,0.5886
m4,9.7366,0.8674,0.7304,0.2363,1.8128,1.1222,1.0153,0.6195,1.1721,0.7796,0.9252,0.5564,0.2955,0.3707,0.4336,1.4156
m5,13.5345,1.0648,0.9533,0.2667,2.2254,1.1232,1.2009,0.512,1.5299,0.9221,1.1349,0.5775,0.3336,0.3064,0.4501,0.488
m6,6.2157,0.9388,1.2102,0.3283,1.962,1.2538,1.8194,0.589,1.9421,1.3971,2.3591,1.4871,0.4106,0.3525,1.159,0.6024
m7,7.1848,0.9593,0.7975,0.2369,2.0049,1.4209,1.1928,0.5422,1.2799,0.9159,1.2082,0.6781,0.2963,0.3245,0.5285,0.6902
