,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,1.7584,0.2393,0.2286,0.0979,0.4853,0.2802,0.4619,0.0622,0.3222,0.321,0.4668,0.0799,0.1039,0.0325,0.0601,0.0187
m2,2.1077,0.3357,0.2903,0.1631,0.6807,0.5505,0.5111,0.4087,0.4092,0.3552,0.4644,0.394,0.173,0.2138,0.2965,0.5861
m3,1.7947,0.3415,0.3398,0.2635,0.6925,0.8997,1.4448,0.3954,0.479,1.0042,1.5647,0.5519,0.2795,0.2068,0.4153,0.2731
m4,9.3454,1.4082,1.3184,0.5015,2.8556,2.0928,2.1984,0.8475,1.8582,1.528,2.0777,1.6266,0.532,0.4433,1.2242,0.463
m5,8.8339,1.2424,1.3021,0.7751,2.5194,2.3018,2.3296,1.1761,1.8352,1.6192,2.1635,1.0538,0.8221,0.6152,0.7931,1.7194
m6,9.0245,4.4596,2.3457,1.2156,9.0433,6.4746,6.537,2.7188,3.3061,4.5436,6.4517,6.3886,1.2894,1.4222,4.8081,5.5093
m7,9.9575,3.1911,3.7841,0.906,6.471,10.3455,9.1885,5.1847,5.3334,6.3865,8.2558,5.2948,0.961,2.7121,3.9849,5.2634
