,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,3.2723,0.4714,0.2631,0.1161,1.0965,0.467,0.418,0.456,0.3882,0.2652,0.3139,0.0986,0.095,0.1604,0.0547,0.0355
m2,3.6067,0.4068,0.4226,0.1144,0.9463,0.3045,0.3887,0.0895,0.6235,0.2466,0.3002,0.4026,0.0936,0.0315,0.2232,0.0129
m3,3.1385,0.6035,0.4511,0.131,1.4037,1.6281,1.2337,1.0343,0.6657,0.7827,0.5804,0.3735,0.1072,0.3639,0.2071,0.2062
m4,7.0126,1.3916,1.7336,0.5238,3.2367,2.0752,1.9282,5.4591,2.5581,1.2233,1.7634,0.8938,0.4286,1.9205,0.4956,0.3055
m5,22.8346,2.5623,2.7304,1.393,5.9596,3.1663,2.4883,1.7123,4.0289,1.5786,1.3665,1.0375,1.1398,0.6024,0.5753,0.4043
m6,6.4636,3.5293,2.228,0.6402,8.2088,5.5611,5.3552,3.2474,3.2876,3.3974,4.1142,3.0618,0.5239,1.1424,1.6979,1.1899
m7,10.6489,3.0692,2.4493,1.1167,7.1386,10.344,9.5238,6.8758,3.6142,6.0421,5.6187,4.9897,0.9137,2.4189,2.7669,4.7206
