,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,4.7793,0.7809,0.7066,0.2612,1.6399,1.6014,1.4905,0.9501,1.2384,1.2438,1.4898,0.8179,0.3676,0.6368,0.6569,0.8318
m2,3.1127,0.5796,0.6109,0.22,1.2173,1.5519,1.3586,0.8106,1.0706,1.1338,1.2379,0.896,0.3097,0.5433,0.7196,0.8893
m3,2.8778,0.5178,0.4421,0.1549,1.0874,0.9004,0.8563,0.5674,0.7748,0.7146,0.7948,0.4584,0.2181,0.3803,0.3682,0.5659
m4,0.9582,0.5995,0.4932,0.128,1.2589,1.4045,1.0508,0.933,0.8643,0.8769,0.9561,0.5452,0.1802,0.6253,0.4379,0.6132
m5,1.9094,0.8501,0.8282,0.2927,1.7853,0.5857,0.6637,0.5059,1.4515,0.5538,0.7156,0.5404,0.4121,0.3391,0.434,0.662
m6,0.814,0.4744,0.5767,0.1396,0.9962,0.8257,1.014,0.6773,1.0107,0.8462,1.2935,0.8338,0.1965,0.454,0.6697,0.6763
m7,0.8237,0.5319,0.4761,0.1315,1.1171,0.7818,0.8177,0.5829,0.8344,0.6824,0.8987,0.6536,0.1851,0.3907,0.5249,0.7768
