,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,1.5615,0.8668,0.4315,0.1841,1.8891,1.8403,1.6312,1.0172,0.7284,1.2635,1.5323,0.7413,0.2081,0.5274,0.4962,0.7804
m2,1.3657,0.7252,0.4026,0.1487,1.5804,1.6633,1.3024,0.8732,0.6796,1.0088,1.3456,0.6748,0.1681,0.4528,0.4517,0.7247
m3,1.8258,0.9085,0.5428,0.1993,1.9799,1.2468,0.7773,0.5383,0.9163,0.6021,0.814,0.3877,0.2252,0.2791,0.2596,0.6185
m4,7.2744,1.0162,0.4814,0.159,2.2146,1.4063,0.6925,0.3288,0.8126,0.5364,0.5836,0.3588,0.1796,0.1705,0.2402,0.5579
m5,4.6941,0.7929,0.4148,0.1358,1.7281,1.3919,0.9029,0.6977,0.7003,0.6994,1.0227,0.48,0.1535,0.3618,0.3213,0.6048
m6,6.3572,0.9129,0.6023,0.1336,1.9896,1.0158,0.6505,1.0197,1.0168,0.5039,0.6853,0.4719,0.151,0.5287,0.3159,0.6043
m7,6.619,0.8276,0.4624,0.1384,1.8037,1.0503,0.5949,0.2459,0.7806,0.4608,0.6473,0.3458,0.1564,0.1275,0.2315,0.4817
