,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,4.8616,1.5409,1.4442,0.2682,2.7724,3.1148,2.8339,1.5318,1.9909,2.1713,2.5819,1.0986,0.2928,0.9293,0.8699,1.4404
m2,5.0608,1.2324,0.8053,0.1745,2.2173,2.6505,2.1543,1.2041,1.1101,1.6506,1.8429,1.001,0.1905,0.7305,0.7925,1.2018
m3,5.0968,1.5589,0.5363,0.1146,2.8048,2.1305,2.0806,1.8721,0.7393,1.5941,1.6929,0.9475,0.1251,1.1357,0.7502,1.2311
m4,8.6715,1.1909,0.7136,0.2593,2.1428,1.4417,0.8735,0.4912,0.9837,0.6692,0.8033,0.5898,0.283,0.298,0.467,0.449
m5,8.3274,1.3825,0.9894,0.2525,2.4874,1.3673,1.2659,0.7361,1.3639,0.9699,1.4594,1.2149,0.2756,0.4466,0.962,0.6523
m6,6.1069,0.8823,0.5495,0.207,1.5875,1.4672,1.2187,0.5639,0.7575,0.9337,1.3276,0.4951,0.2259,0.3421,0.392,0.7072
m7,6.188,0.8746,0.5429,0.1909,1.5735,1.286,1.0428,0.5741,0.7484,0.799,0.9276,0.4317,0.2084,0.3483,0.3418,0.8193
