,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
m1,2.9985,1.6964,0.6625,0.3138,3.9516,9.3166,5.1945,7.7086,1.0013,3.3706,1.2942,0.8952,0.2875,3.0315,0.5426,0.6142
m2,2.7181,0.9721,0.6134,0.3044,2.2643,1.7706,1.3423,0.9971,0.9271,0.871,1.1364,0.6622,0.2788,0.3921,0.4013,0.5974
m3,3.0492,1.2668,0.5645,0.3643,2.9508,1.9397,1.3476,1.6115,0.8533,0.8744,0.9196,0.5829,0.3337,0.6337,0.3533,0.5235
m4,16.6156,3.0367,2.7404,9.3409,7.0736,2.4226,1.6453,1.379,4.1421,1.0676,0.9369,0.6589,8.5566,0.5423,0.3993,0.6498
m5,13.7863,2.4995,2.2526,7.7149,5.8222,1.8974,1.3318,1.0396,3.4048,0.8642,1.0393,0.6023,7.0671,0.4088,0.365,0.6013
m6,14.1263,3.3322,2.362,7.9197,7.7619,2.7685,1.7845,1.2743,3.5701,1.1579,1.217,0.6938,7.2547,0.5011,0.4205,0.5129
m7,11.9343,2.1668,2.1132,6.6522,5.0473,1.4848,1.0886,0.9086,3.1941,0.7064,1.2945,0.7508,6.0937,0.3573,0.455,0.4946
